airport,countryCode,lat,lng
QFV,NO,60.390237,5.336347
FAN,NO,58.101667,6.625556
VAW,NO,70.354722,31.045556
MQN,NO,66.364646,14.302748
SYG,NO,78.236944,15.469444
BGO,NO,60.289064,5.228169
SOG,NO,61.158127,7.136988
OSY,NO,64.47273,11.570002
VRY,NO,67.654561,12.72707
DLD,NO,60.466667,8.483333
KKN,NO,69.723503,29.891184
EVE,NO,68.489956,16.683194
BVG,NO,70.866667,29
VDB,NO,61.015556,9.288056
HFT,NO,70.679989,23.675867
TRD,NO,63.454285,10.917863
ZXQ,NO,60.183333,5.516667
ANX,NO,69.292486,16.144184
OSL,NO,60.194192,11.100411
MOL,NO,62.745714,7.261039
SOJ,NO,69.783333,20.933333
FDE,NO,61.39178,5.762073
SVG,NO,58.882149,5.629197
QFQ,NO,61.95,5.1
TRF,NO,59.178087,10.251807
GLL,NO,60.7,8.95
KSU,NO,63.113446,7.826021
AES,NO,62.559644,6.116605
ALF,NO,69.977167,23.355809
RYG,NO,59.375931,10.783043
HMR,NO,60.8,11.116667
HAU,NO,59.344763,5.215903
RRS,NO,62.579167,11.345556
SSJ,NO,65.959944,12.476518
HVG,NO,70.983333,25.833333
BJF,NO,70.6,29.666667
OLA,NO,63.698789,9.604094
NTB,NO,59.564869,9.215656
SRP,NO,59.833333,5.416667
HOV,NO,62.179787,6.078802
XZD,NO,60.1875,12.001667
SDN,NO,61.766667,6.216667
BDU,NO,69.056111,18.54
MJF,NO,65.78439,13.218328
BOO,NO,67.27262,14.367839
KRS,NO,58.202549,8.073732
NVK,NO,68.436355,17.386178
SKN,NO,68.579147,15.032921
BNN,NO,65.459439,12.209954
RVK,NO,64.883333,11.233333
MEH,NO,71.033333,27.833333
WOE,NL,51.449072,4.342054
LID,NL,52.15,4.5
ENS,NL,52.271667,6.878333
QRZ,NL,51.59837,4.771592
LWR,NL,53.228594,5.760549
GLZ,NL,51.567263,4.932732
RTM,NL,51.948949,4.433606
DHR,NL,52.95,4.75
GRQ,NL,53.120278,6.575556
LEY,NL,52.466667,5.533333
MST,NL,50.915619,5.768827
EIN,NL,51.457953,5.391795
QRH,NL,51.916667,4.5
UDE,NL,51.657237,5.707809
UTC,NL,52.083333,5.166667
AMS,NL,52.309069,4.763385
QYI,NL,52.226333,5.181235
BGZ,PT,41.55,-8.433333
SIE,PT,37.944201,-8.809576
PDL,PT,37.743847,-25.696469
PIX,PT,38.466667,-28.3
QLR,PT,39.828333,-8.8875
LIS,PT,38.770043,-9.128165
CBP,PT,40.2,-8.416667
VSE,PT,40.722683,-7.889235
OPO,PT,41.237774,-8.670272
SJZ,PT,38.664616,-28.16843
FAO,PT,37.020646,-7.968545
BGC,PT,41.856158,-6.706141
HOR,PT,38.52,-28.717222
CAT,PT,38.725556,-9.355278
GRW,PT,39.090954,-28.027958
FNC,PT,32.693121,-16.775635
FLW,PT,39.466667,-31.15
VRL,PT,41.275892,-7.719278
PRM,PT,37.147727,-8.581365
SMA,PT,36.966667,-25.1
TER,PT,38.754075,-27.08757
COV,PT,40.283333,-7.5
PXO,PT,33.070023,-16.345014
BYJ,PT,38.090242,-7.926813
CHV,PT,41.733333,-7.466667
CVU,PT,39.7,-31.1
AVR,PT,38.885271,-9.033106
